16.5.18 15:47:0 ;AngleDec;-49,86
16.5.18 15:48:0 ;AngleDec;-49,65
16.5.18 15:49:0 ;AngleDec;-49,43
16.5.18 15:50:0 ;AngleDec;-49,22
16.5.18 15:51:0 ;AngleDec;-49,01
16.5.18 15:52:0 ;AngleDec;-48,80
16.5.18 15:53:0 ;AngleDec;-48,58
16.5.18 15:54:0 ;AngleDec;-48,37
16.5.18 15:55:0 ;AngleDec;-48,16
16.5.18 15:56:0 ;AngleDec;-47,95
16.5.18 15:57:0 ;AngleDec;-47,74
16.5.18 15:58:0 ;AngleDec;-47,54
16.5.18 15:59:0 ;AngleDec;-47,33
16.5.18 16:0:0 ;AngleDec;-47,12
16.5.18 16:1:0 ;AngleDec;-46,91
16.5.18 16:2:0 ;AngleDec;-46,71
16.5.18 16:3:0 ;AngleDec;-46,50
16.5.18 16:4:0 ;AngleDec;-46,30
16.5.18 16:5:0 ;AngleDec;-46,09
16.5.18 16:6:0 ;AngleDec;-45,89
16.5.18 16:7:0 ;AngleDec;-45,69
16.5.18 16:8:0 ;AngleDec;-45,48
16.5.18 16:9:0 ;AngleDec;-45,28
16.5.18 16:10:0 ;AngleDec;-45,08
16.5.18 16:11:0 ;AngleDec;-44,88
16.5.18 16:12:0 ;AngleDec;-44,68
16.5.18 16:13:0 ;AngleDec;-44,48
16.5.18 16:14:0 ;AngleDec;-44,28
16.5.18 16:15:0 ;AngleDec;-44,08
16.5.18 16:16:0 ;AngleDec;-43,89
16.5.18 16:17:0 ;AngleDec;-43,69
16.5.18 16:18:0 ;AngleDec;-43,49
16.5.18 16:19:0 ;AngleDec;-43,30
16.5.18 16:20:0 ;AngleDec;-43,10
16.5.18 16:21:0 ;AngleDec;-42,91
16.5.18 16:22:0 ;AngleDec;-42,71
16.5.18 16:23:0 ;AngleDec;-42,52
16.5.18 16:24:0 ;AngleDec;-42,33
16.5.18 16:25:0 ;AngleDec;-42,13
16.5.18 16:26:0 ;AngleDec;-41,94
16.5.18 16:27:0 ;AngleDec;-41,75
16.5.18 16:28:0 ;AngleDec;-41,56
16.5.18 16:29:0 ;AngleDec;-41,37
16.5.18 16:30:0 ;AngleDec;-41,18
16.5.18 16:31:0 ;AngleDec;-40,99
16.5.18 16:32:0 ;AngleDec;-40,80
16.5.18 16:33:0 ;AngleDec;-40,61
16.5.18 16:34:0 ;AngleDec;-40,42
16.5.18 16:35:0 ;AngleDec;-40,24
16.5.18 16:36:0 ;AngleDec;-40,05
16.5.18 16:37:0 ;AngleDec;-39,87
16.5.18 16:38:0 ;AngleDec;-39,68
16.5.18 16:39:0 ;AngleDec;-39,49
16.5.18 16:40:0 ;AngleDec;-39,31
16.5.18 16:41:0 ;AngleDec;-39,13
16.5.18 16:42:0 ;AngleDec;-38,94
16.5.18 16:43:0 ;AngleDec;-38,76
16.5.18 16:44:0 ;AngleDec;-38,58
16.5.18 16:45:0 ;AngleDec;-38,40
16.5.18 16:46:0 ;AngleDec;-38,22
16.5.18 16:47:0 ;AngleDec;-38,03
16.5.18 16:48:0 ;AngleDec;-37,85
16.5.18 16:49:0 ;AngleDec;-37,67
16.5.18 16:50:0 ;AngleDec;-37,50
16.5.18 16:51:0 ;AngleDec;-37,32
16.5.18 16:52:0 ;AngleDec;-37,14
16.5.18 16:53:0 ;AngleDec;-36,96
16.5.18 16:54:0 ;AngleDec;-36,78
16.5.18 16:55:0 ;AngleDec;-36,61
16.5.18 16:56:0 ;AngleDec;-36,43
16.5.18 16:57:0 ;AngleDec;-36,25
16.5.18 16:58:0 ;AngleDec;-36,08
16.5.18 16:59:0 ;AngleDec;-35,90
16.5.18 17:0:0 ;AngleDec;-35,73
16.5.18 17:1:0 ;AngleDec;-35,56
16.5.18 17:2:0 ;AngleDec;-35,38
16.5.18 17:3:0 ;AngleDec;-35,21
16.5.18 17:4:0 ;AngleDec;-35,04
16.5.18 17:5:0 ;AngleDec;-34,86
16.5.18 17:6:0 ;AngleDec;-34,69
16.5.18 17:7:0 ;AngleDec;-34,52
16.5.18 17:8:0 ;AngleDec;-34,35
16.5.18 17:9:0 ;AngleDec;-34,18
16.5.18 17:10:0 ;AngleDec;-34,01
16.5.18 17:11:0 ;AngleDec;-33,84
16.5.18 17:12:0 ;AngleDec;-33,67
16.5.18 17:13:0 ;AngleDec;-33,50
16.5.18 17:14:0 ;AngleDec;-33,34
16.5.18 17:15:0 ;AngleDec;-33,17
16.5.18 17:16:0 ;AngleDec;-33,00
16.5.18 17:17:0 ;AngleDec;-32,83
16.5.18 17:18:0 ;AngleDec;-32,67
16.5.18 17:19:0 ;AngleDec;-32,50
16.5.18 17:20:0 ;AngleDec;-32,34
16.5.18 17:21:0 ;AngleDec;-32,17
16.5.18 17:22:0 ;AngleDec;-32,01
16.5.18 17:23:0 ;AngleDec;-31,84
16.5.18 17:24:0 ;AngleDec;-31,68
16.5.18 17:25:0 ;AngleDec;-31,52
16.5.18 17:26:0 ;AngleDec;-31,35
16.5.18 17:27:0 ;AngleDec;-31,19
16.5.18 17:28:0 ;AngleDec;-31,03
16.5.18 17:29:0 ;AngleDec;-30,87
16.5.18 17:30:0 ;AngleDec;-30,70
16.5.18 17:31:0 ;AngleDec;-30,54
16.5.18 17:32:0 ;AngleDec;-30,38
16.5.18 17:33:0 ;AngleDec;-30,22
16.5.18 17:34:0 ;AngleDec;-30,06
16.5.18 17:35:0 ;AngleDec;-29,90
16.5.18 17:36:0 ;AngleDec;-29,74
16.5.18 17:37:0 ;AngleDec;-29,58
16.5.18 17:38:0 ;AngleDec;-29,43
16.5.18 17:39:0 ;AngleDec;-29,27
16.5.18 17:40:0 ;AngleDec;-29,11
16.5.18 17:41:0 ;AngleDec;-28,95
16.5.18 17:42:0 ;AngleDec;-28,79
16.5.18 17:43:0 ;AngleDec;-28,64
16.5.18 17:44:0 ;AngleDec;-28,48
16.5.18 17:45:0 ;AngleDec;-28,33
16.5.18 17:46:0 ;AngleDec;-28,17
16.5.18 17:47:0 ;AngleDec;-28,01
16.5.18 17:48:0 ;AngleDec;-27,86
16.5.18 17:49:0 ;AngleDec;-27,70
16.5.18 17:50:0 ;AngleDec;-27,55
16.5.18 17:51:0 ;AngleDec;-27,40
16.5.18 17:52:0 ;AngleDec;-27,24
16.5.18 17:53:0 ;AngleDec;-27,09
16.5.18 17:54:0 ;AngleDec;-26,94
16.5.18 17:55:0 ;AngleDec;-26,78
16.5.18 17:56:0 ;AngleDec;-26,63
16.5.18 17:57:0 ;AngleDec;-26,48
16.5.18 17:58:0 ;AngleDec;-26,33
16.5.18 17:59:0 ;AngleDec;-26,18
16.5.18 18:0:0 ;AngleDec;-26,03
16.5.18 18:1:0 ;AngleDec;-25,87
16.5.18 18:2:0 ;AngleDec;-25,72
16.5.18 18:3:0 ;AngleDec;-25,57
16.5.18 18:4:0 ;AngleDec;-25,42
16.5.18 18:5:0 ;AngleDec;-25,27
16.5.18 18:6:0 ;AngleDec;-25,12
16.5.18 18:7:0 ;AngleDec;-24,98
16.5.18 18:8:0 ;AngleDec;-24,83
16.5.18 18:9:0 ;AngleDec;-24,68
16.5.18 18:10:0 ;AngleDec;-24,53
16.5.18 18:11:0 ;AngleDec;-24,38
16.5.18 18:12:0 ;AngleDec;-24,23
16.5.18 18:13:0 ;AngleDec;-24,09
16.5.18 18:14:0 ;AngleDec;-23,94
16.5.18 18:15:0 ;AngleDec;-23,79
16.5.18 18:16:0 ;AngleDec;-23,65
16.5.18 18:17:0 ;AngleDec;-23,50
16.5.18 18:18:0 ;AngleDec;-23,35
16.5.18 18:19:0 ;AngleDec;-23,21
16.5.18 18:20:0 ;AngleDec;-23,06
16.5.18 18:21:0 ;AngleDec;-22,92
16.5.18 18:22:0 ;AngleDec;-22,77
16.5.18 18:23:0 ;AngleDec;-22,63
16.5.18 18:24:0 ;AngleDec;-22,48
16.5.18 18:25:0 ;AngleDec;-22,34
16.5.18 18:26:0 ;AngleDec;-22,19
16.5.18 18:27:0 ;AngleDec;-22,05
16.5.18 18:28:0 ;AngleDec;-21,91
16.5.18 18:29:0 ;AngleDec;-21,76
16.5.18 18:30:0 ;AngleDec;-21,62
16.5.18 18:31:0 ;AngleDec;-21,48
16.5.18 18:32:0 ;AngleDec;-21,33
16.5.18 18:33:0 ;AngleDec;-21,19
16.5.18 18:34:0 ;AngleDec;-21,05
16.5.18 18:35:0 ;AngleDec;-20,91
16.5.18 18:36:0 ;AngleDec;-20,76
16.5.18 18:37:0 ;AngleDec;-20,62
16.5.18 18:38:0 ;AngleDec;-20,48
16.5.18 18:39:0 ;AngleDec;-20,34
16.5.18 18:40:0 ;AngleDec;-20,20
16.5.18 18:41:0 ;AngleDec;-20,06
16.5.18 18:42:0 ;AngleDec;-19,92
16.5.18 18:43:0 ;AngleDec;-19,78
16.5.18 18:44:0 ;AngleDec;-19,63
16.5.18 18:45:0 ;AngleDec;-19,49
16.5.18 18:46:0 ;AngleDec;-19,35
16.5.18 18:47:0 ;AngleDec;-19,21
16.5.18 18:48:0 ;AngleDec;-19,07
16.5.18 18:49:0 ;AngleDec;-18,93
16.5.18 18:50:0 ;AngleDec;-18,80
16.5.18 18:51:0 ;AngleDec;-18,66
16.5.18 18:52:0 ;AngleDec;-18,52
16.5.18 18:53:0 ;AngleDec;-18,38
16.5.18 18:54:0 ;AngleDec;-18,24
16.5.18 18:55:0 ;AngleDec;-18,10
16.5.18 18:56:0 ;AngleDec;-17,96
16.5.18 18:57:0 ;AngleDec;-17,82
16.5.18 18:58:0 ;AngleDec;-17,69
16.5.18 18:59:0 ;AngleDec;-17,55
16.5.18 19:0:0 ;AngleDec;-17,41
16.5.18 19:1:0 ;AngleDec;-17,27
16.5.18 19:2:0 ;AngleDec;-17,13
16.5.18 19:3:0 ;AngleDec;-17,00
16.5.18 19:4:0 ;AngleDec;-16,86
16.5.18 19:5:0 ;AngleDec;-16,72
16.5.18 19:6:0 ;AngleDec;-16,59
16.5.18 19:7:0 ;AngleDec;-16,45
16.5.18 19:8:0 ;AngleDec;-16,31
16.5.18 19:9:0 ;AngleDec;-16,17
16.5.18 19:10:0 ;AngleDec;-16,04
16.5.18 19:11:0 ;AngleDec;-15,90
16.5.18 19:12:0 ;AngleDec;-15,77
16.5.18 19:13:0 ;AngleDec;-15,63
16.5.18 19:14:0 ;AngleDec;-15,49
16.5.18 19:15:0 ;AngleDec;-15,36
16.5.18 19:16:0 ;AngleDec;-15,22
16.5.18 19:17:0 ;AngleDec;-15,08
16.5.18 19:18:0 ;AngleDec;-14,95
16.5.18 19:19:0 ;AngleDec;-14,81
16.5.18 19:20:0 ;AngleDec;-14,68
16.5.18 19:21:0 ;AngleDec;-14,54
16.5.18 19:22:0 ;AngleDec;-14,41
16.5.18 19:23:0 ;AngleDec;-14,27
16.5.18 19:24:0 ;AngleDec;-14,14
16.5.18 19:25:0 ;AngleDec;-14,00
16.5.18 19:26:0 ;AngleDec;-13,86
